postcode,place,location_raw,address_raw,accepts_minigolf_card,has_club,course_types,approved_course_types,detail_url,source_plz_group,source_url,place_raw,place_addon,street_name,house_number,house_number_addon,address_extra,address_type,resolved_place,district,state,county,country,country_code,latitude,longitude,geocode_query,geocode_display_name,geocode_source,venue_name,venue_category,venue_website,venue_phone,venue_opening_hours,venue_wikipedia,venue_wikidata,osm_id,osm_type,osm_class,detail_address,detail_phone,detail_fax,detail_website,detail_email,detail_opening_hours,detail_facility_type,detail_additional_offers
66606,St. Wendel/Bliesen,66606 St. Wendel/Bliesen,Saint-Cyr-en-Val-Platz 11,false,true,beton,beton,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,St. Wendel/Bliesen,,Saint-Cyr-en-Val-Platz,11,,,street_address,Sankt Wendel,,Saarland,Landkreis St. Wendel,Deutschland,DE,49.4965884,7.1083526,"Saint-Cyr-en-Val-Platz 11, 66606 St. Wendel/Bliesen, Germany","Freizeitclub Bliesen, 11, Saint-Cyr-en-Val-Platz, Bliesen, Sankt Wendel, Landkreis St. Wendel, Saarland, 66606, Deutschland",nominatim,Freizeitclub Bliesen,yes,,,,,,225728934,way,,,,,,,,,
66620,Nonnweiler,66620 Nonnweiler,Mariahütte,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Nonnweiler,,,,,Mariahütte,named_place,Nonnweiler,,Saarland,Landkreis St. Wendel,Deutschland,DE,49.5902798,6.9775721,"Mariahütte, 66620 Nonnweiler, Germany","Mariahütte, Braunshausen, Nonnweiler, Landkreis St. Wendel, Saarland, 66620, Deutschland",nominatim,Mariahütte,hamlet,,,,,,369073863,node,,,,,,,,,
66625,Nohfelden-Bosen,66625 Nohfelden-Bosen,Bostalstr.,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Nohfelden-Bosen,,Bostalstraße,,,,street_without_number,Bosen,Bosen,Saarland,Landkreis St. Wendel,Deutschland,DE,49.567415,7.0589502,"Bostalstr., 66625 Nohfelden-Bosen, Germany","Bostalstraße, Bosen, Nohfelden, Landkreis St. Wendel, Saarland, 66625, Deutschland",nominatim,Bostalstraße,tertiary,,,,,,53279048,way,,,,,,,,,
66333,666333 Völklingen,666333 Völklingen,Stadionstraße 65,false,false,sonstige,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,666333 Völklingen,,Stadionstraße,65,,,street_address,Völklingen,Völklingen,Saarland,Regionalverband Saarbrücken,Deutschland,DE,49.2586497,6.8682115,"Stadionstraße 65, 666333 Völklingen, Germany","Eventhalle Völklingen, 65, Stadionstraße, Völklingen, Regionalverband Saarbrücken, Saarland, 66333, Deutschland",nominatim,Eventhalle Völklingen,sports_centre,,,,,,94814978,way,,,,,,,,,
66649,Oberthal,66649 Oberthal,Osenbach Straße 84,false,false,eternit,eternit,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Oberthal,,Osenbachstraße,84,,,street_address,Oberthal,Osenbach,Saarland,Landkreis St. Wendel,Deutschland,DE,49.5076312,7.0826679,"Osenbach Straße 84, 66649 Oberthal, Germany","Kegelsporthalle, 84, Osenbachstraße, Osenbach, Oberthal, Landkreis St. Wendel, Saarland, 66649, Deutschland",nominatim,Kegelsporthalle,restaurant,https://www.kegelsporthalleoberthal.de/,+49 6854 8989,,,,1672395851,node,,,,,,,,,
66701,Beckingen-Honzrath,66701 Beckingen-Honzrath,Zur Hellwies,false,false,unknown,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Beckingen-Honzrath,,Zur Hellwies,,,Zur Hellwies,named_place,Beckingen,,Saarland,Landkreis Merzig-Wadern,Deutschland,DE,49.4318788,6.7452611,"Zur Hellwies, 66701 Beckingen-Honzrath, Germany","Zur Hellwies, Hellwies, Honzrath, Beckingen, Landkreis Merzig-Wadern, Saarland, 66701, Deutschland",nominatim,Zur Hellwies,residential,,,,,,929880605,way,,,,,,,,,
66780,Rehlingen,66780 Rehlingen,Wallerfangerstr. 60,false,false,filz,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Rehlingen,,Wallerfanger Straße,60,,,street_address,Rehlingen,,Saarland,Landkreis Saarlouis,Deutschland,DE,49.3729719,6.6825553,"Wallerfangerstr. 60, 66780 Rehlingen, Germany","60, Wallerfanger Straße, Rehlingen, Rehlingen-Siersburg, Landkreis Saarlouis, Saarland, 66780, Deutschland",nominatim,,retail,,,,,,320844032,way,,,,,,,,,
66787,Wadgassen,66787 Wadgassen,Lindenstraße,false,false,filz,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Wadgassen,,Lindenstraße,,,,street_without_number,Wadgassen,,Saarland,Landkreis Saarlouis,Deutschland,DE,49.2671259,6.8006061,"Lindenstraße, 66787 Wadgassen, Germany","Lindenstraße, Wadgassen, Landkreis Saarlouis, Saarland, 66787, Deutschland",nominatim,Lindenstraße,tertiary,,,,,,142944047,way,,,,,,,,,
66809,Nalbach,66809 Nalbach,Am Lutermont 40,false,false,sonstige,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Nalbach,,Am Lutermont,40,,,street_address,,,,,Germany,DE,,,,,,,,,,,,,,,,,,,,,,,
66869,Kusel,66869 Kusel,Trierer Str. 194,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Kusel,,Trierer Straße,194,,,street_address,Kusel,,Rheinland-Pfalz,Landkreis Kusel,Deutschland,DE,49.5462055,7.3820641,"Trierer Str. 194, 66869 Kusel, Germany","Vitalbad Pfälzer Bergland, 194, Trierer Straße, Kusel, Kusel-Altenglan, Landkreis Kusel, Rheinland-Pfalz, 66869, Deutschland",nominatim,Vitalbad Pfälzer Bergland,yes,,,,,,186766849,way,,,,,,,,,
66885,Altenglan,66885 Altenglan,Freizeitanlage Rosengarten,false,false,unknown,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Altenglan,,Gartenstraße,,,Freizeitanlage Rosengarten,named_place,Bedesbach,,Rheinland-Pfalz,Landkreis Kusel,Deutschland,DE,49.5703305,7.4572229,"Minigolf, 66885 Altenglan, Germany","Minigolf, Gartenstraße, Bedesbach, Kusel-Altenglan, Landkreis Kusel, Rheinland-Pfalz, 66885, Deutschland",nominatim,Minigolf,golf_course,,,,,,437725782,way,,,,,,,,,
66892,Bruchmühlbach-Miesau,66892 Bruchmühlbach-Miesau,Am Schwimmbad,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Bruchmühlbach-Miesau,,,,,Am Schwimmbad,named_place,Miesau,Schanzerhof-Schanzermühle,Rheinland-Pfalz,Landkreis Kaiserslautern,Deutschland,DE,49.4124613,7.4444083,"Am Schwimmbad, 66892 Bruchmühlbach-Miesau, Germany","Am Schwimmbad, Schanzerhof-Schanzermühle, Elschbach, Miesau, Bruchmühlbach-Miesau, Landkreis Kaiserslautern, Rheinland-Pfalz, 66892, Deutschland",nominatim,Am Schwimmbad,locality,,,,de:Liste der Orte im Landkreis Kaiserslautern,,12026057954,node,,,,,,,,,
66901,Schönenberg-Kübelberg,66901 Schönenberg-Kübelberg,Am Ohmbachsee,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Schönenberg-Kübelberg,,,1,,Am Ohmbachsee,named_place,Schönenberg-Kübelberg,,Rheinland-Pfalz,Landkreis Kusel,Deutschland,DE,49.4124063,7.4054956,"Am Ohmbachsee, 66901 Schönenberg-Kübelberg, Germany","Campingpark am Ohmbachsee, 1, Campingpark Ohmbachsee 1, Schönenberg-Kübelberg, Oberes Glantal, Landkreis Kusel, Rheinland-Pfalz, 66901, Deutschland",nominatim,Campingpark am Ohmbachsee,camp_site,https://www.campingpark-ohmbachsee.de/,+49 6373 4001,,,,38448656,way,,,,,,,,,
66904,Brücken,66904 Brücken,Hochstraße 1,false,false,sonstige,sonstige,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Brücken,,Hochstraße,1,,,street_address,Brücken (Pfalz),Paulengrund,Rheinland-Pfalz,Landkreis Kusel,Deutschland,DE,49.4323639,7.3647354,"Hochstraße 1, 66904 Brücken, Germany","1, Hochstraße, Paulengrund, Brücken (Pfalz), Oberes Glantal, Landkreis Kusel, Rheinland-Pfalz, 66904, Deutschland",nominatim,,yes,,,,,,406940981,way,,,,,,,,,
66919,Herschberg,66919 Herschberg,Thaleischweiler Str. 29,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Herschberg,,Thaleischweiler Straße,29,,,street_address,Herschberg,,Rheinland-Pfalz,Südwestpfalz,Deutschland,DE,49.3034238,7.5506348,"Thaleischweiler Str. 29, 66919 Herschberg, Germany","29, Thaleischweiler Straße, Herschberg, Thaleischweiler-Wallhalben, Südwestpfalz, Rheinland-Pfalz, 66919, Deutschland",nominatim,,yes,,,,,,401644370,way,,,,,,,,,
66953,Pirmasens,66953 Pirmasens,Im Spesbach 1,false,true,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Pirmasens,,Lemberger Straße,1,,,street_address,Pirmasens,Ruhbank,Rheinland-Pfalz,,Deutschland,DE,49.1912215,7.627438,"Minigolf, 66953 Pirmasens, Germany","Minigolf, Lemberger Straße, Ruhbank, Pirmasens, Rheinland-Pfalz, 66955, Deutschland",nominatim,Minigolf,miniature_golf,,,Sa 13:00+; Su 10:00+; PH 10:00+,,,112515748,way,,,,,,,,,
66976,Rodalben,66976 Rodalben,Am Schwallborn,false,true,eternit,eternit,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Rodalben,,Schwallbornstraße,,,Am Schwallborn,named_place,Rodalben,,Rheinland-Pfalz,Südwestpfalz,Deutschland,DE,49.237619,7.6575089,"Am Schwallborn, 66976 Rodalben, Germany","Schwallbornstraße, Rodalben, Südwestpfalz, Rheinland-Pfalz, 66976, Deutschland",nominatim,Schwallbornstraße,residential,,,,,,1427082750,way,,,,,,,,,
66978,Clausen,66978 Clausen,,false,false,beton,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Clausen,,,,,,unknown,,,,,Germany,DE,,,,,,,,,,,,,,,,,,,,,,,
66994,Dahn,66994 Dahn,Im Büttelwoog,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Dahn,,Im Büttelwoog,,,Im Büttelwoog,named_place,Dahn,,Rheinland-Pfalz,Südwestpfalz,Deutschland,DE,49.1421397,7.7650017,"Im Büttelwoog, 66994 Dahn, Germany","Im Büttelwoog, Dahn, Dahner Felsenland, Südwestpfalz, Rheinland-Pfalz, 66994, Deutschland",nominatim,Im Büttelwoog,residential,,,,,,26400403,way,,,,,,,,,
66996,Ludwigswinkel,66996 Ludwigswinkel,Wasgaustr. 29,false,false,unknown,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Ludwigswinkel,,Wasgaustraße,29,,,street_address,Ludwigswinkel,,Rheinland-Pfalz,Südwestpfalz,Deutschland,DE,49.0819336,7.6709508,"Wasgaustr. 29, 66996 Ludwigswinkel, Germany","Wasgaustraße, Ludwigswinkel, Dahner Felsenland, Südwestpfalz, Rheinland-Pfalz, 66996, Deutschland",nominatim,Wasgaustraße,residential,,,,,,35331457,way,,,,,,,,,
67069,Ludwigshafen,67069 Ludwigshafen,Erzbergerstraße 85,false,true,eternit,eternit,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Ludwigshafen,,Erzbergerstraße,85,,,street_address,Ludwigshafen am Rhein,Ludwigshafen-Friesenheim,Rheinland-Pfalz,,Deutschland,DE,49.4936994,8.411735,"Erzbergerstraße 85, 67069 Ludwigshafen, Germany","Erzbergerstraße, Ludwigshafen-Friesenheim, Ludwigshafen am Rhein, Rheinland-Pfalz, 67063, Deutschland",nominatim,Erzbergerstraße,residential,,,,,,874785347,way,,,,,,,,,
67098,Bad Dürkheim,67098 Bad Dürkheim,Im Kurpark,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Bad Dürkheim,,Salinenstraße,,,,street_without_number,Bad Dürkheim,Pfeffingen,Rheinland-Pfalz,Landkreis Bad Dürkheim,Deutschland,DE,49.4637429,8.1733003,"Im Kurpark, 67098 Bad Dürkheim, Germany","Minigolf im Kurpark, Salinenstraße, In der Silz, Pfeffingen, Bad Dürkheim, Landkreis Bad Dürkheim, Rheinland-Pfalz, 67098, Deutschland",nominatim,Minigolf im Kurpark,miniature_golf,https://www.bad-duerkheim.de/aktuelles/2022/minigolf-im-kurpark-paechterwechsel/,,Mo-Su 13:00-18:00,,,1348776306,way,,,,,,,,,
67105,Schifferstadt,67105 Schifferstadt,Speyerer Str. 143,false,false,sonstige,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Schifferstadt,,Speyerer Straße,143,,,street_address,Schifferstadt,,Rheinland-Pfalz,Rhein-Pfalz-Kreis,Deutschland,DE,49.3822549,8.3732639,"Speyerer Str. 143, 67105 Schifferstadt, Germany","Speyerer Straße, Schifferstadt, Rhein-Pfalz-Kreis, Rheinland-Pfalz, 67105, Deutschland",nominatim,Speyerer Straße,residential,,,,,,34325354,way,,,,,,,,,
67227,Frankenthal,67227 Frankenthal,Meergartenweg 3a,false,false,sonstige,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Frankenthal,,Meergartenweg,3,a,,street_address,Frankenthal (Pfalz),Frankenthal Kernstadt,Rheinland-Pfalz,,Deutschland,DE,49.5319562,8.3676705,"Meergartenweg 3 a, 67227 Frankenthal, Germany","Meergartenweg, Strandbad Quartier, Frankenthal Kernstadt, Frankenthal (Pfalz), Rheinland-Pfalz, 67227, Deutschland",nominatim,Meergartenweg,residential,,,,,,26634676,way,,,,,,,,,
67240,Bobenheim-Roxheim,67240 Bobenheim-Roxheim,Am Binnendamm,false,false,sonstige,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Bobenheim-Roxheim,,Am Binnendamm,,,,street_without_number,Bobenheim-Roxheim,,Rheinland-Pfalz,Rhein-Pfalz-Kreis,Deutschland,DE,49.5895636,8.3727725,"Am Binnendamm, 67240 Bobenheim-Roxheim, Germany","Am Binnendamm, Bobenheim, Bobenheim-Roxheim, Rhein-Pfalz-Kreis, Rheinland-Pfalz, 67240, Deutschland",nominatim,Am Binnendamm,track,,,,,,44000907,way,,,,,,,,,
67258,Heßheim,67258 Heßheim,Hauptstraße 36-38,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Heßheim,,Hauptstraße,36,-38,,street_address,Heßheim,,Rheinland-Pfalz,Rhein-Pfalz-Kreis,Deutschland,DE,49.5462059,8.3092391,"Hauptstraße 36 -38, 67258 Heßheim, Germany","Hauptstraße, Heßheim, Lambsheim-Heßheim, Rhein-Pfalz-Kreis, Rheinland-Pfalz, 67258, Deutschland",nominatim,Hauptstraße,residential,,,,,,222342325,way,,,,,,,,,
67304,Eisenberg,67304 Eisenberg,Virchowstr. 36,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Eisenberg,,Virchowstraße,36,,,street_address,Eisenberg (Pfalz),,Rheinland-Pfalz,Donnersbergkreis,Deutschland,DE,49.5559881,8.0546748,"Virchowstr. 36, 67304 Eisenberg, Germany","Virchowstraße, Eisenberg (Pfalz), Donnersbergkreis, Rheinland-Pfalz, 67304, Deutschland",nominatim,Virchowstraße,residential,,,,,,113964960,way,,,,,,,,,
67316,Carlsberg-Hertlingshausen,67316 Carlsberg-Hertlingshausen,Kurweg 39,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Carlsberg-Hertlingshausen,,Kurweg,39,,,street_address,Hertlingshausen,,Rheinland-Pfalz,Landkreis Bad Dürkheim,Deutschland,DE,49.5048701,8.0488687,"Kurweg 39, 67316 Carlsberg-Hertlingshausen, Germany","39, Kurweg, Hertlingshausen, Carlsberg, Leiningerland, Landkreis Bad Dürkheim, Rheinland-Pfalz, 67316, Deutschland",nominatim,,yes,,,,,,692913934,way,,,,,,,,,
67346,Speyer,67346 Speyer,Schillerweg 1,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Speyer,,Schillerweg,1,,,street_address,Speyer,Kernstadt-Süd,Rheinland-Pfalz,,Deutschland,DE,49.3189948,8.4449013,"Schillerweg 1, 67346 Speyer, Germany","Schillerweg, Kernstadt-Süd, Speyer, Rheinland-Pfalz, 67346, Deutschland",nominatim,Schillerweg,tertiary,,,,,Q100931027,260610517,way,,,,,,,,,
67471,Elmstein,67471 Elmstein,Bahnhofstraße 52,false,false,unknown,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Elmstein,,Bahnhofstraße,52,,,street_address,Appenthal,,Rheinland-Pfalz,Landkreis Bad Dürkheim,Deutschland,DE,49.3505406,7.9366203,"Bahnhofstraße 52, 67471 Elmstein, Germany","Bahnhofstraße, Schafhof, Appenthal, Elmstein, Lambrecht (Pfalz), Landkreis Bad Dürkheim, Rheinland-Pfalz, 67471, Deutschland",nominatim,Bahnhofstraße,tertiary,,,,,,57536725,way,,,,,,,,,
67475,Weidenthal,67475 Weidenthal,Am Weiher 40,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Weidenthal,,Am Weiher,40,,,street_address,Weidenthal,,Rheinland-Pfalz,Landkreis Bad Dürkheim,Deutschland,DE,49.4153208,7.9758914,"Am Weiher 40, 67475 Weidenthal, Germany","40, Am Weiher, Weidenthal, Lambrecht (Pfalz), Landkreis Bad Dürkheim, Rheinland-Pfalz, 67475, Deutschland",nominatim,,yes,,,,,,398531838,way,,,,,,,,,
67487,Sankt Martin,67487 Sankt Martin,Im Stöckelfeld,false,false,unknown,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Sankt Martin,,Im Stöckelfeld,,,Im Stöckelfeld,named_place,Sankt Martin,,Rheinland-Pfalz,Landkreis Südliche Weinstraße,Deutschland,DE,49.2994651,8.0980753,"Im Stöckelfeld, 67487 Sankt Martin, Germany","Im Stöckelfeld, Sankt Martin, Maikammer, Landkreis Südliche Weinstraße, Rheinland-Pfalz, 67487, Deutschland",nominatim,Im Stöckelfeld,residential,,,,,,60437655,way,,,,,,,,,
67547,Worms,67547 Worms,Albert-Schulte-Park / Gaustraße 51,false,false,eternit,eternit,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Worms,,Gaustraße,51,,,street_address,Worms,Worms-Nord,Rheinland-Pfalz,,Deutschland,DE,49.6387921,8.3586142,"Minigolf, 67547 Worms, Germany","Minigolf Worms, Gaustraße, Nordend, Worms-Nord, Stadtgebiet Nord, Worms, Rheinland-Pfalz, 67547, Deutschland",nominatim,Minigolf Worms,miniature_golf,http://www.minigolf-worms.de/,,,,,628224635,way,,,,,,,,,
67657,Kaiserslautern,67657 Kaiserslautern,Entersweilerstraße 54,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Kaiserslautern,,Entersweilerstraße,54,,,street_address,Kaiserslautern,Grübentälchen,Rheinland-Pfalz,,Deutschland,DE,49.4375233,7.8058013,"Entersweilerstraße 54, 67657 Kaiserslautern, Germany","Kinder Spiel & Spaß Fabrik, 54, Entersweilerstraße, Grübentälchen, Kaiserslautern, Rheinland-Pfalz, 67657, Deutschland",nominatim,Kinder Spiel & Spaß Fabrik,theme_park,https://kinderspielundspassfabrik.de/,,"Mo 13:30-18:00; We-Fr 13:30-18:00; Sa,Su 11:00-18:30; PH 11:00-18:30",,,107426440,way,,,,,,,,,
67659,Kaiserslautern,67659 Kaiserslautern,Lauterstraße 51,false,false,sonstige,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Kaiserslautern,,Lauterstraße,51,,,street_address,Kaiserslautern,Engelshof,Rheinland-Pfalz,,Deutschland,DE,49.4493883,7.7473306,"Lauterstraße 51, 67659 Kaiserslautern, Germany","Lauterstraße, Engelshof, Kaiserslautern, Rheinland-Pfalz, 67659, Deutschland",nominatim,Lauterstraße,secondary,,,,,,95511111,way,,,,,,,,,
67688,Rodenbach,67688 Rodenbach,Sportstraße,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Rodenbach,,Sportstraße,,,,street_without_number,Rodenbach,,Rheinland-Pfalz,Landkreis Kaiserslautern,Deutschland,DE,49.4706607,7.6424519,"Sportstraße, 67688 Rodenbach, Germany","Sportstraße, Rodenbach, Weilerbach, Landkreis Kaiserslautern, Rheinland-Pfalz, 67688, Deutschland",nominatim,Sportstraße,residential,,,,,,33687606,way,,,,,,,,,
67705,Trippstadt,67705 Trippstadt,Sägmühle 1,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Trippstadt,,Sägmühle,1,,,street_address,Trippstadt,,Rheinland-Pfalz,Landkreis Kaiserslautern,Deutschland,DE,49.351359,7.7808183,"Sägmühle 1, 67705 Trippstadt, Germany","1, Sägmühle, Trippstadt, Landstuhl, Landkreis Kaiserslautern, Rheinland-Pfalz, 67705, Deutschland",nominatim,,yes,,,,,,243594757,way,,,,,,,,,
67705,Trippstadt,67705 Trippstadt,Am Schwimmbad,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Trippstadt,,Am Schwimmbad,,,Am Schwimmbad,named_place,Trippstadt,,Rheinland-Pfalz,Landkreis Kaiserslautern,Deutschland,DE,49.3579245,7.7692628,"Am Schwimmbad, 67705 Trippstadt, Germany","Am Schwimmbad, Trippstadt, Landstuhl, Landkreis Kaiserslautern, Rheinland-Pfalz, 67705, Deutschland",nominatim,Am Schwimmbad,residential,,,,,,38562988,way,,,,,,,,,
67742,Lauterecken,67742 Lauterecken / Pfalz,Schulstraße 6a,false,false,sonstige,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Lauterecken / Pfalz,Pfalz,Schulstraße,6,a,,street_address,Lauterecken,,Rheinland-Pfalz,Landkreis Kusel,Deutschland,DE,49.6506984,7.5929939,"Schulstraße 6 a, 67742 Lauterecken / Pfalz, Germany","Verbandsgemeindeverwaltung Lauterecken-Wolfstein, 6a, Schulstraße, Lauterecken, Lauterecken-Wolfstein, Landkreis Kusel, Rheinland-Pfalz, 67742, Deutschland",nominatim,Verbandsgemeindeverwaltung Lauterecken-Wolfstein,townhall,,,,,,231323290,way,,,,,,,,,
67752,Wolfstein,67752 Wolfstein,Am Schwimmbad 1,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Wolfstein,,Am Schwimmbad,1,,,street_address,Wolfstein,Schwanenhof,Rheinland-Pfalz,Landkreis Kusel,Deutschland,DE,49.5818628,7.6179202,"Am Schwimmbad 1, 67752 Wolfstein, Germany","1, Am Schwimmbad, Schwanenhof, Wolfstein, Lauterecken-Wolfstein, Landkreis Kusel, Rheinland-Pfalz, 67752, Deutschland",nominatim,,charging_station,,,,,,12093812129,node,,,,,,,,,
68159,Mannheim,68159 Mannheim,Karlsternstr.,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Mannheim,,Karlsternstraße,,,,street_without_number,Mannheim,Waldhof,Baden-Württemberg,,Deutschland,DE,49.5330097,8.4927427,"Karlsternstr., 68159 Mannheim, Germany","Karlsternstraße, Gartenstadt, Waldhof, Mannheim, Baden-Württemberg, 68305, Deutschland",nominatim,Karlsternstraße,tertiary,,,,,,178375264,way,,,,,,,,,
68165,Mannheim,68165 Mannheim,Gartenschauweg 12,false,false,unknown,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Mannheim,,Gartenschauweg,12,,,street_address,Mannheim,Oststadt,Baden-Württemberg,,Deutschland,DE,49.4810175,8.4975553,"Gartenschauweg 12, 68165 Mannheim, Germany","12, Gartenschauweg, Oststadt, Schwetzingerstadt/Oststadt, Mannheim, Baden-Württemberg, 68165, Deutschland",nominatim,,yes,,,,,,168940023,way,,,,,,,,,
68169,Mannheim,68169 Mannheim,An der Radrennbahn 2,true,true,eternit,eternit,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Mannheim,,An der Radrennbahn,2,a,,street_address,Mannheim,Herzogenried,Baden-Württemberg,,Deutschland,DE,49.5102447,8.4903127,"An der Radrennbahn 2, 68169 Mannheim, Germany","2a, An der Radrennbahn, Herzogenried, Neckarstadt-Ost, Neckarstadt-Ost/Wohlgelegen, Mannheim, Baden-Württemberg, 68169, Deutschland",nominatim,,yes,,,,,,274489008,way,,,,,,,,,
68307,Mannheim-Sandhofen,68307 Mannheim-Sandhofen,Kalthorststraße 41-44,false,false,eternit,eternit,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Mannheim-Sandhofen,,Kalthorststraße,41,-44,,street_address,Mannheim,Sandhofen,Baden-Württemberg,,Deutschland,DE,49.5378086,8.4385081,"Kalthorststraße 41 -44, 68307 Mannheim-Sandhofen, Germany","Kalthorststraße, Sandhofen, Mannheim, Baden-Württemberg, 68307, Deutschland",nominatim,Kalthorststraße,unclassified,,,,,,142236870,way,,,,,,,,,
68519,Viernheim,68519 Viernheim,Sandhöfer Weg 10,false,false,sonstige,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Viernheim,,Am Sandhöfer Weg,10,,,street_address,Viernheim,,Hessen,Kreis Bergstraße,Deutschland,DE,49.5370115,8.5512898,"Sandhöfer Weg 10, 68519 Viernheim, Germany","10, Am Sandhöfer Weg, Viernheim, Kreis Bergstraße, Hessen, 68519, Deutschland",nominatim,,house,,,,,,354841789,way,,,,,,,,,
68526,Ladenburg/Neckar,68526 Ladenburg/Neckar,Neckarstraße 50,false,true,eternit,eternit,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Ladenburg/Neckar,,Neckarstraße,50,,,street_address,Ladenburg,,Baden-Württemberg,Rhein-Neckar-Kreis,Deutschland,DE,49.4650697,8.6080628,"Neckarstraße 50, 68526 Ladenburg/Neckar, Germany","MGC Ladenburg Minigolf, 50, Neckarstraße, Ladenburg, Rhein-Neckar-Kreis, Baden-Württemberg, 68526, Deutschland",nominatim,MGC Ladenburg Minigolf,miniature_golf,http://www.minigolf-ladenburg.de,,"Tu-Fr 15:00-20:00; Sa 14:00-20:00; Su,PH 12:00-20:00; Mo off",,,73061757,way,,,,,,,,,
68542,Heddesheim,68542 Heddesheim,An der Fohlenweide 7,false,false,eternit,,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Heddesheim,,An der Fohlenweide,7,,,street_address,Heddesheim,,Baden-Württemberg,Rhein-Neckar-Kreis,Deutschland,DE,49.5156714,8.6111206,"An der Fohlenweide 7, 68542 Heddesheim, Germany","Minigolfanlage Lieblings.kiosk, 7, An der Fohlenweide, Heddesheim, Rhein-Neckar-Kreis, Baden-Württemberg, 68542, Deutschland",nominatim,Minigolfanlage Lieblings.kiosk,miniature_golf,,+49 6203 9615271,,,,320459209,way,,,,,,,,,
68549,Ilvesheim,68549 Ilvesheim,Am Freibad 3,false,true,eternit,eternit,,6,https://www.minigolfsport.de/minigolfatlas.php?plz=6,Ilvesheim,,Am Freibad,4/3,,,street_address,Ilvesheim,,Baden-Württemberg,Rhein-Neckar-Kreis,Deutschland,DE,49.4691234,8.5675918,"Am Freibad 3, 68549 Ilvesheim, Germany","4/3, Am Freibad, Ilvesheim, Rhein-Neckar-Kreis, Baden-Württemberg, 68549, Deutschland",nominatim,,house,,,,,,217337304,way,,,,,,,,,
