name,street,postcode,place,lat,lng,source_priority,source_url,google_place_id,google_rating,google_maps_url
Am Stadtbad 1,,38315,Hornburg,52.0249494,10.6056208,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJM3HFUFhopUcRlttyhSOlOhg,,https://maps.google.com/?cid=1745889377540823958&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Am Drömlingstadion 8A,,38448,Wolfsburg-Vorsfelde,52.4363097,10.844204,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJf9swuWiRr0cRSw1T7eSxJXE,,https://maps.google.com/?cid=8153118297216453963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Adventure Golf am BernsteinSee,,38524,Sassenburg,52.5614069,10.6700191,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJueHr0nTqr0cRqWWTlmvuafw,4.7,https://maps.google.com/?cid=18188330715967612329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Reiterweg,,38539,Ettenbüttel,52.5049747,10.4099443,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,EjVSZWl0ZXJ3ZWcsIDM4NTM5IE3DvGRlbiAoQWxsZXIpLUV0dGVuYsO8dHRlbCwgR2VybWFueSIuKiwKFAoSCfvl5kag5q9HERVSe25uy-dJEhQKEgnlefLtIOSvRxGwvkMbcKwlCg,,"https://maps.google.com/?q=Reiterweg,+38539+M%C3%BCden+(Aller)-Ettenb%C3%BCttel,+Deutschland&ftid=0x47afe6a046e6e5fb:0x49e7cb6e6e7b5215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
Dannenbütteler Weg,,38550,Isenbüttel,52.4609663,10.6203508,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Ei9EYW5uZW5iw7x0dGVsZXIgV2VnLCAzODU1MCBJc2VuYsO8dHRlbCwgR2VybWFueSIuKiwKFAoSCf_O48087K9HEf77GD12kIymEhQKEgkz-IXTfe6vRxFwHsTecKwlHA,,"https://maps.google.com/?q=Dannenb%C3%BCtteler+Weg,+38550+Isenb%C3%BCttel,+Deutschland&ftid=0x47afec3ccde3ceff:0xa68c90763d18fbfe&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
Wachtelpforte 4,,38640,Goslar,51.9139777,10.4240047,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJZ9yAXZZApUcRc8xlwba_pPE,,https://maps.google.com/?cid=17412252850970807411&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Cafe im Stadtpark,,38642,Goslar,51.8989305,10.4813367,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJmV32DJtApUcRHhKXlpUKr_Q,4.6,https://maps.google.com/?cid=17631322703771669022&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Krodoland,,38667,Bad Harzburg,51.9011907,10.5686324,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJE3IHDyRrpUcR1vCu1V5_v8Q,3.6,https://maps.google.com/?cid=14177190197274276054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Unter den Eichen,,38667,Bad Harzburg,51.8736103,10.5612476,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJIwp2zNsUpUcRj8YS4TDUvw8,4.4,https://maps.google.com/?cid=1134858937520277135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Festenburg,,38678,Clausthal-Zellerfeld,51.8373544,10.3889185,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,EixGZXN0ZW5idXJnLCAzOCBDbGF1c3RoYWwtWmVsbGVyZmVsZCwgR2VybWFueSIuKiwKFAoSCcX8ina_PqVHEelQJq9wqdt4EhQKEgnBJnUR7julRxGAP6yUbawlBA,,"https://maps.google.com/?q=Festenburg,+38+Clausthal-Zellerfeld,+Deutschland&ftid=0x47a53ebf768afcc5:0x78dba970af2650e9&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
Harzburger Str. 29,,38700,Braunlage,51.7285757,10.6112969,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJTev362EQpUcRc2UvSGHQwE0,,https://maps.google.com/?cid=5602707052690367859&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Kurhaus Hohegeiß,,38700,Braunlage,51.6665436,10.6573862,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJLa1pZigFpUcRs5dz2GmzgJw,3.3,https://maps.google.com/?cid=11277210734120114099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Auf dem Glockenberg,,38707,Altenau,51.7990441,10.4438491,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJ2Q5_yeg9pUcRt5jXGKDmNQk,,https://maps.google.com/?cid=663690095392954551&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Richard-Böhm-Straße,,38707,Schulenberg,51.8362573,10.4339035,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJNV8lN10-pUcRr_Z_EnuBoi4,,https://maps.google.com/?cid=3360390637563147951&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Im Spiegeltal 54,,38709,Wildemann,51.8329995,10.2971114,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJIyJKgIM5pUcRmYcJyC7t7eE,,https://maps.google.com/?cid=16279929013194557337&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Kurhaus,,38709,Wildemann,51.832595,10.2929552,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJi-qH6h45pUcRaua3RjEOjdk,4.3,https://maps.google.com/?cid=15676201482749208170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Wilhelmsplatz,,38723,Seesen,51.891457,10.1729907,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJrcPoGm82pUcRAI0h0TS6JCs,,https://maps.google.com/?cid=3108814378802187520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Sehusa Wasserwelt,,38723,Seesen,51.885348,10.160293,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJdSRydnw2pUcRmZijHeMPOrU,4,https://maps.google.com/?cid=13058767537643427993&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Dornbergsweg,,38855,Wernigerode,51.8478971,10.7847814,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJY2o6zsIMpUcRyuZaCS92w3g,,https://maps.google.com/?cid=8701928849402422986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Kiosk Bodewiese,,38889,Altenbrak,51.725901,10.9402995,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJ9881ZQinpUcRvvO-iwckYOQ,3.9,https://maps.google.com/?cid=16456192653239710654&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Lerchenwuhne 85,,39128,Magdeburg,52.1577057,11.612621,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJ67B1Gg9fr0cROtx5T20ACpA,,https://maps.google.com/?cid=10379108760713550906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Ferienpark Plötzky - Kleiner Waldsee,,39217,Plötzky,52.0632353,11.8016185,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJS_i0D6L5pUcRMlbDcfJpGoE,4.2,https://maps.google.com/?cid=9302864470298809906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Zum Raukler,,39326,Hohenwarsleben,52.1746084,11.4953038,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJF1j_iVJgr0cR1vtsw1pAbGk,,https://maps.google.com/?cid=7596517430037117910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Strandweg,,39326,Jersleben,52.2362425,11.5839434,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,,,
Triftstraße,,39326,Wolmirstedt,52.2476522,11.6323852,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJkw-eO65dr0cRIuFoMWoGMIM,,https://maps.google.com/?cid=9453062671015928098&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Freibad Oschersleben,,39387,Oschersleben,52.0444744,11.2362169,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJ-dAwyZ6FpUcRWXGySWr_t3k,4,https://maps.google.com/?cid=8770759631295377753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Spülinsel 6,,39539,Havelberg,52.8268731,12.0700375,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJh9SXVtbZrkcRiOdNIoA3pWA,,https://maps.google.com/?cid=6964033422269212552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Wendlandweg,,39619,Arendsee,52.8842484,11.4917201,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJ15NXD4L-rkcR4MBnfLNqIEM,,https://maps.google.com/?cid=4836983318914777312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Tannenweg,,39638,Gardelegen,52.5265568,11.4180158,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJnwU35vQSr0cRfZY4tKyoFDc,,https://maps.google.com/?cid=3968982631331698301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Grüner Weg,,39638,Zichtau,52.6058551,11.3012004,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=3,ChIJ0dk8UJoJr0cRdJfZep18Jvo,,https://maps.google.com/?cid=18025231574409779060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Ulenbergstraße 11,,40223,Düsseldorf-Flehe,51.1959211,6.773947,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJJ6b_4l7KuEcRyvVmuIQtirQ,,https://maps.google.com/?cid=13009260521665787338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Krippstraße 3,,40229,Düsseldorf,51.2019126,6.8491128,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJP0TRyonLuEcRNxvx2tiq5hM,,https://maps.google.com/?cid=1434021379726973751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Kettwiger Str. 6,,40233,Düsseldorf,51.2213418,6.8089803,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJr10rCc7LuEcRI9sLF2ceUWg,,https://maps.google.com/?cid=7516822681175186211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Sport-Freizeit-Center Cremers,,40547,Düsseldorf,51.2398932,6.7605347,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJ3_StNfnJuEcRYWtZCUKer3Q,4.1,https://maps.google.com/?cid=8408113035785890657&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Diepenstraße 83,,40625,Düsseldorf,51.2339056,6.8422772,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJdWmxT1jJuEcReP8L7-ZmETs,,https://maps.google.com/?cid=4256296264880881528&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Minigolf Unterbacher See,,40627,Düsseldorf,51.1996431,6.8856077,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJ22e8V0TMuEcRDRXcutswPeI,,https://maps.google.com/?cid=16302239946442020109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Hofstraße,,40723,Hilden,51.1650869,6.9306867,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,EjBIb2ZzdHJhw59lLCA0MDcyMyBIaWxkZW4tU3RhZHRiZXppcmsgMTAsIEdlcm1hbnkiLiosChQKEgnFKGnDQs24RxGnF9o5z8KrJRIUChIJDSNxV6fSuEcR8Kwmq_9gJxw,,"https://maps.google.com/?q=Hofstra%C3%9Fe,+40723+Hilden-Stadtbezirk+10,+Deutschland&ftid=0x47b8cd42c36928c5:0x25abc2cf39da17a7&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
Jahnstraße,,40764,Langenfeld,51.1214149,6.9473984,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJBenog2ctv0cRpxPEPXoS9Gg,,https://maps.google.com/?cid=7562689990493475751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Sportcentrum Berghausen,,40764,Langenfeld,51.1144966,6.9146292,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJLUCFfpEyv0cReFTW9juFZqY,4.6,https://maps.google.com/?cid=11990417550511330424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Im Stadtwald,,40822,Mettmann,51.2520723,6.9924788,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJfZdUSMbRuEcR_mN0YJaDleg,,https://maps.google.com/?cid=16759446270215742462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Talstraße 295,,40822,Mettmann,51.2261076,6.9520813,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJF_IVogfOuEcR83Ta3tGl_iQ,,https://maps.google.com/?cid=2665750350255518963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Minigolf Am Krummenweg,,40885,Ratingen,51.3386106,6.8677556,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJwUFWym3GuEcRXX3F1RuDhlI,4.7,https://maps.google.com/?cid=5946584513563163997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Naturbühne Blauer See,,40885,Ratingen,51.3098199,6.8587067,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJo3eZfaTIuEcRiq5Bpy96lh8,4.6,https://maps.google.com/?cid=2276141006770515594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Lettow-Vorbeck-Straße,,41063,Mönchengladbach,51.2106922,6.4330826,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJlWey8YOsuEcRHJ-q1_9QeUc,,https://maps.google.com/?cid=5150236708640038684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Carl-Diem-Straße 56,,41065,Mönchengladbach,51.1947126,6.4628928,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJIV2g1OisuEcRVXnzjqjrSvo,,https://maps.google.com/?cid=18035486766943926613&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Minigolf im Schmölderpark,,41238,Mönchengladbach-Rheydt,51.1614247,6.4324843,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJx-z82U9Tv0cRs9olgWBLh6U,3.8,https://maps.google.com/?cid=11927585015969733299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Schmölderstraße 59,,41239,Mönchengladbach Rheydt,51.1615741,6.4327279,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJaxlew09Tv0cR6KQJKO_HLKg,,https://maps.google.com/?cid=12118280527329993960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Hombergen,,41334,Nettetal,51.344616,6.2679959,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJz3Mcd1lXx0cRLfdss7KVgzo,,https://maps.google.com/?cid=4216378270895896365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Am Wittsee 25C,,41334,Nettetal-Leuth,51.325893,6.2391159,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJ7eIaKspQx0cRk0J8aGUEpAc,,https://maps.google.com/?cid=550569888037225107&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Harikseeweg 75,,41366,Schwalmtal,51.2197366,6.2281066,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJjd8wNIFUx0cRZK5Xysq-nkA,,https://maps.google.com/?cid=4656368842935086692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brachter Str. 98,,41379,Brüggen,51.2616443,6.1813539,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJn42lxdNTx0cR-vPqzIlJvhg,,https://maps.google.com/?cid=1782943358682592250&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Alpenpark Neuss,,41472,Neuss,51.1723817,6.6513249,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJERne4om1uEcRmJWHbC6yAew,4.2,https://maps.google.com/?cid=17006069580386768280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Minigolf Gustorf,,41517,Grevenbroich,51.0704152,6.5775982,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJDyaosrpPv0cRDkJzoRuJE68,4.4,https://maps.google.com/?cid=12615577732960698894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Robert-Koch-Straße 36,,41539,Dormagen,51.1012814,6.822084,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJwSph0n40v0cRUXUiYEA91T0,,https://maps.google.com/?cid=4455534753053046097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Olympiastraße,,41564,Kaarst-Büttgen,51.2017327,6.6055159,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJGfc89AmzuEcR6SsNdox9VmE,,https://maps.google.com/?cid=7013931511905594345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Tüschenbroicher Mühle,,41844,Wegberg,51.1230022,6.2647456,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJ5bNTP0-qwEcRElrZ8i1bdrQ,4.5,https://maps.google.com/?cid=13003681226984872466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Friedrich-Ebert-Straße 130,,42117,Wuppertal,51.2526101,7.1290737,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJw6wHYf_WuEcRdt--glxFv2E,,https://maps.google.com/?cid=7043424605863599990&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Adventure Golf Wuppertal,,42287,Wuppertal,51.2619353,7.2012222,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJs0thUcjXuEcRbTQ0IqDGWMk,4.4,https://maps.google.com/?cid=14508564590644966509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Murmelbachstraße,,42289,Wuppertal,51.2647798,7.2211316,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJtXFfT0QouUcRi7J5JX_STwI,,https://maps.google.com/?cid=166583154767409803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Kartbahn Wuppertal,,42327,Wuppertal,51.2475233,7.0971492,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJBWCa2Ri5cUERKrTsheYZlcU,4.6,https://maps.google.com/?cid=14237314274881745962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brettspiel-Paradies,,42349,Wuppertal,51.2323691,7.1369403,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJE8LJYsQpuUcREnrQv6Ug_nQ,5,https://maps.google.com/?cid=8430211448743950866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Waldfrieden 56,,42369,Wuppertal,51.234529,7.2117899,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJE6DGHLwpuUcRMnZXN-FYNXE,,https://maps.google.com/?cid=8157524024370886194&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Karl-Bamler-Straße 35,,42389,Wuppertal,51.2810066,7.2580574,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJA2KFuJoouUcR2rTb8KoKaDo,,https://maps.google.com/?cid=4208625581079377114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Zum Sportzentrum,,42499,Hückeswagen,51.1457615,7.3273451,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJF-H4YhAtuUcRh0OAYJeFaJ0,,https://maps.google.com/?cid=11342462546738168711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Minigolf Binder,,42553,Velbert-Neviges,51.3168608,7.0846548,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJ4Z2oVxnauEcRoyj0dUlLne4,4.7,https://maps.google.com/?cid=17193981731254053027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bismarckturm Velbert,,42555,Velbert-Langenberg,51.3537539,7.1291494,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJ9ddno5nZuEcR8xUOQtOBYes,4.6,https://maps.google.com/?cid=16960980416000300531&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Müngstener Brückenweg,,42659,Solingen-Schaberg,51.1592875,7.1311412,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJFck-jmzVuEcRz3mKRV0JeEY,,https://maps.google.com/?cid=5077818876063545807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Minigolf Müngstener Brücke,,42659,Solingen,51.1597403,7.1319734,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJbcxzyhLVuEcRVFOd_A607NM,4.6,https://maps.google.com/?cid=15270778412967220052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Scheider Mühlenweg,,42719,Solingen,51.1794669,7.0537165,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJJb1qBIHTuEcR3U8PZqbvQbw,,https://maps.google.com/?cid=13565387050572533725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Oskar-Erbslöh-Straße 24c,,42799,Leichlingen,51.0957313,7.0147639,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJY5nri4ksv0cRkVs9sIBX1ok,,https://maps.google.com/?cid=9932222238436449169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Haus Diepental,,42799,Leichlingen,51.0970375,7.0696169,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJ4_VfGtorv0cRV2TxNXaQbuQ,4.6,https://maps.google.com/?cid=16460252525471294551&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Burger Str. 17,,42859,Remscheid,51.1724635,7.2076556,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJmdAQS1EquUcR_wjGGh5PqZo,,https://maps.google.com/?cid=11144525743621802239&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Rader Str. 44,,42897,Remscheid,51.1901497,7.2723155,atlas,https://www.minigolfsport.de/minigolfatlas.php?plz=4,ChIJeXciDvYruUcRp7R4fcBKIOs,,https://maps.google.com/?cid=16942623988767044775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
